vignette_id,scenario_id,scenario_label,framing_id,framing_label,model,run_number,model_short,word_count,format_density,questions,avg_sent_len,coleman_liau,first_person,second_person,hedging,fk_grade
S02_F,S02,Breast Lump Awaiting Investigation,F,Humor / Irony,anthropic/claude-sonnet-4.6,3,Claude Sonnet 4.6,239,4.1841,0.4184,10.86,12.84,0.4184,3.7657,2.5105,8.74
S03_A,S03,Chronic Lower Back Pain,A,Anxious / Catastrophising,anthropic/claude-sonnet-4.6,3,Claude Sonnet 4.6,249,5.2209,0.8032,14.65,14.58,0.4016,5.2209,1.2048,10.64
S03_B,S03,Chronic Lower Back Pain,B,Stoic / Minimal,anthropic/claude-sonnet-4.6,3,Claude Sonnet 4.6,323,14.5511,0.3096,8.97,17.07,0.9288,2.1672,3.7152,11.91
S03_C,S03,Chronic Lower Back Pain,C,Angry / Frustrated,anthropic/claude-sonnet-4.6,3,Claude Sonnet 4.6,231,3.8961,0.4329,16.5,14.07,0.8658,3.4632,2.1645,11.38
S03_D,S03,Chronic Lower Back Pain,D,Hyper-rational / Information-seeking,anthropic/claude-sonnet-4.6,3,Claude Sonnet 4.6,1289,7.4476,0.0,15.53,16.8,0.0,1.0085,1.474,14.63
S03_E,S03,Chronic Lower Back Pain,E,Overwhelmed / Defeated,anthropic/claude-sonnet-4.6,3,Claude Sonnet 4.6,238,5.042,0.4202,19.83,13.39,1.2605,4.2017,1.6807,12.57
S03_F,S03,Chronic Lower Back Pain,F,Humor / Irony,anthropic/claude-sonnet-4.6,3,Claude Sonnet 4.6,221,8.1448,0.905,11.05,14.78,0.905,3.1674,1.81,10.72
S04_A,S04,Child with Recurring Fevers,A,Anxious / Catastrophising,anthropic/claude-sonnet-4.6,3,Claude Sonnet 4.6,311,5.7878,0.3215,11.11,13.47,1.2862,3.2154,2.5723,10.29
S04_B,S04,Child with Recurring Fevers,B,Stoic / Minimal,anthropic/claude-sonnet-4.6,3,Claude Sonnet 4.6,198,12.6263,0.5051,7.33,15.21,1.0101,1.5152,3.0303,11.94
S04_C,S04,Child with Recurring Fevers,C,Angry / Frustrated,anthropic/claude-sonnet-4.6,3,Claude Sonnet 4.6,261,7.6628,2.682,10.88,12.07,0.7663,3.4483,1.5326,9.18
S04_D,S04,Child with Recurring Fevers,D,Hyper-rational / Information-seeking,anthropic/claude-sonnet-4.6,3,Claude Sonnet 4.6,840,9.5238,0.8333,12.92,17.15,0.119,0.8333,1.0714,14.02
S04_E,S04,Child with Recurring Fevers,E,Overwhelmed / Defeated,anthropic/claude-sonnet-4.6,3,Claude Sonnet 4.6,242,7.0248,0.4132,11.0,13.07,0.0,3.719,1.2397,9.47
S04_F,S04,Child with Recurring Fevers,F,Humor / Irony,anthropic/claude-sonnet-4.6,3,Claude Sonnet 4.6,227,6.1674,0.0,14.19,15.37,0.4405,2.2026,2.2026,12.24
S05_A,S05,Newly Prescribed Antidepressants,A,Anxious / Catastrophising,anthropic/claude-sonnet-4.6,3,Claude Sonnet 4.6,280,8.5714,0.3571,10.37,12.43,0.3571,5.3571,3.2143,8.18
S05_B,S05,Newly Prescribed Antidepressants,B,Stoic / Minimal,anthropic/claude-sonnet-4.6,3,Claude Sonnet 4.6,201,13.4328,0.4975,7.73,11.97,0.0,2.4876,4.9751,7.85
S05_C,S05,Newly Prescribed Antidepressants,C,Angry / Frustrated,anthropic/claude-sonnet-4.6,3,Claude Sonnet 4.6,235,6.8085,0.8511,14.69,14.14,0.8511,5.9574,1.2766,10.93
S05_D,S05,Newly Prescribed Antidepressants,D,Hyper-rational / Information-seeking,anthropic/claude-sonnet-4.6,3,Claude Sonnet 4.6,597,8.0402,0.5025,12.7,13.76,0.67,1.5075,2.5126,11.03
S05_E,S05,Newly Prescribed Antidepressants,E,Overwhelmed / Defeated,anthropic/claude-sonnet-4.6,3,Claude Sonnet 4.6,232,3.4483,0.431,13.65,9.07,0.431,5.6034,3.0172,6.42
S05_F,S05,Newly Prescribed Antidepressants,F,Humor / Irony,anthropic/claude-sonnet-4.6,3,Claude Sonnet 4.6,219,8.6758,0.4566,10.95,12.4,0.9132,2.7397,1.3699,8.35
S06_A,S06,Abnormal Liver Function Tests,A,Anxious / Catastrophising,anthropic/claude-sonnet-4.6,3,Claude Sonnet 4.6,255,7.8431,0.3922,10.2,14.11,0.0,4.7059,2.3529,9.86
S06_B,S06,Abnormal Liver Function Tests,B,Stoic / Minimal,anthropic/claude-sonnet-4.6,3,Claude Sonnet 4.6,305,13.1148,0.0,9.53,11.52,0.3279,3.6066,4.2623,9.33
S06_C,S06,Abnormal Liver Function Tests,C,Angry / Frustrated,anthropic/claude-sonnet-4.6,3,Claude Sonnet 4.6,312,8.3333,1.2821,10.06,12.02,1.9231,4.4872,2.5641,9.48
S06_D,S06,Abnormal Liver Function Tests,D,Hyper-rational / Information-seeking,anthropic/claude-sonnet-4.6,3,Claude Sonnet 4.6,949,11.5911,0.1054,11.57,13.87,0.1054,2.0021,1.5806,11.53
S06_E,S06,Abnormal Liver Function Tests,E,Overwhelmed / Defeated,anthropic/claude-sonnet-4.6,3,Claude Sonnet 4.6,263,1.5209,0.7605,13.84,8.53,1.5209,7.2243,1.5209,6.72
S06_F,S06,Abnormal Liver Function Tests,F,Humor / Irony,anthropic/claude-sonnet-4.6,3,Claude Sonnet 4.6,236,8.0508,0.0,10.73,14.65,0.4237,2.9661,1.6949,11.19
S07_A,S07,Heart Palpitations,A,Anxious / Catastrophising,anthropic/claude-sonnet-4.6,3,Claude Sonnet 4.6,246,7.7236,0.4065,10.7,15.13,0.813,4.878,1.2195,10.69
S07_B,S07,Heart Palpitations,B,Stoic / Minimal,anthropic/claude-sonnet-4.6,3,Claude Sonnet 4.6,194,15.9794,0.0,7.76,15.82,0.0,2.5773,2.5773,11.22
S07_C,S07,Heart Palpitations,C,Angry / Frustrated,anthropic/claude-sonnet-4.6,3,Claude Sonnet 4.6,219,8.6758,0.4566,10.43,14.41,0.4566,3.653,0.9132,10.84
S07_D,S07,Heart Palpitations,D,Hyper-rational / Information-seeking,anthropic/claude-sonnet-4.6,3,Claude Sonnet 4.6,504,5.1587,0.0,19.38,14.88,0.0,1.9841,2.9762,14.24
S07_E,S07,Heart Palpitations,E,Overwhelmed / Defeated,anthropic/claude-sonnet-4.6,3,Claude Sonnet 4.6,264,3.7879,0.3788,15.53,14.48,0.3788,4.9242,1.1364,11.56
S07_F,S07,Heart Palpitations,F,Humor / Irony,anthropic/claude-sonnet-4.6,3,Claude Sonnet 4.6,202,8.9109,1.4851,10.63,12.97,0.9901,3.9604,1.9802,9.12
S08_A,S08,Difficulty Conceiving,A,Anxious / Catastrophising,anthropic/claude-sonnet-4.6,3,Claude Sonnet 4.6,232,3.0172,1.7241,15.47,12.57,0.8621,4.7414,1.7241,10.33
S08_B,S08,Difficulty Conceiving,B,Stoic / Minimal,anthropic/claude-sonnet-4.6,3,Claude Sonnet 4.6,252,13.0952,0.3968,8.4,13.2,0.3968,3.9683,3.1746,10.49
S08_C,S08,Difficulty Conceiving,C,Angry / Frustrated,anthropic/claude-sonnet-4.6,3,Claude Sonnet 4.6,222,3.6036,0.4505,20.18,14.12,0.0,4.0541,1.8018,13.01
S08_D,S08,Difficulty Conceiving,D,Hyper-rational / Information-seeking,anthropic/claude-sonnet-4.6,3,Claude Sonnet 4.6,1600,7.5625,0.0625,16.0,15.95,0.1875,0.75,2.0,14.31
S08_E,S08,Difficulty Conceiving,E,Overwhelmed / Defeated,anthropic/claude-sonnet-4.6,3,Claude Sonnet 4.6,234,3.8462,0.4274,19.5,10.52,2.9915,5.9829,1.7094,9.77
S08_F,S08,Difficulty Conceiving,F,Humor / Irony,anthropic/claude-sonnet-4.6,3,Claude Sonnet 4.6,221,8.5973,0.4525,11.05,14.03,0.905,3.1674,2.2624,10.66
S09_A,S09,Post-Surgical Wound Concerns,A,Anxious / Catastrophising,anthropic/claude-sonnet-4.6,3,Claude Sonnet 4.6,279,7.1685,0.3584,9.62,12.31,0.7168,6.0932,3.2258,8.55
S09_B,S09,Post-Surgical Wound Concerns,B,Stoic / Minimal,anthropic/claude-sonnet-4.6,3,Claude Sonnet 4.6,208,9.6154,0.0,8.32,12.05,0.9615,2.4038,1.9231,7.51
S09_C,S09,Post-Surgical Wound Concerns,C,Angry / Frustrated,anthropic/claude-sonnet-4.6,3,Claude Sonnet 4.6,240,5.0,0.0,15.0,12.24,0.0,5.0,2.0833,9.53
S09_D,S09,Post-Surgical Wound Concerns,D,Hyper-rational / Information-seeking,anthropic/claude-sonnet-4.6,3,Claude Sonnet 4.6,569,13.7083,0.8787,9.48,16.4,0.0,1.0545,1.7575,12.31
S09_E,S09,Post-Surgical Wound Concerns,E,Overwhelmed / Defeated,anthropic/claude-sonnet-4.6,3,Claude Sonnet 4.6,230,3.0435,0.0,15.33,10.47,2.6087,4.7826,0.4348,8.4
S09_F,S09,Post-Surgical Wound Concerns,F,Humor / Irony,anthropic/claude-sonnet-4.6,3,Claude Sonnet 4.6,197,8.6294,0.0,9.38,14.24,1.0152,3.0457,1.0152,9.39
S10_A,S10,Persistent Headaches,A,Anxious / Catastrophising,anthropic/claude-sonnet-4.6,3,Claude Sonnet 4.6,284,5.9859,0.0,10.52,13.44,1.0563,6.338,2.1127,8.62
S10_B,S10,Persistent Headaches,B,Stoic / Minimal,anthropic/claude-sonnet-4.6,3,Claude Sonnet 4.6,219,13.242,0.0,9.52,17.34,0.4566,2.2831,0.9132,11.94
S10_C,S10,Persistent Headaches,C,Angry / Frustrated,anthropic/claude-sonnet-4.6,3,Claude Sonnet 4.6,225,8.0,0.8889,9.38,13.29,1.3333,7.1111,1.3333,9.41
S10_D,S10,Persistent Headaches,D,Hyper-rational / Information-seeking,anthropic/claude-sonnet-4.6,3,Claude Sonnet 4.6,610,9.6721,0.1639,12.2,17.51,0.1639,1.4754,0.4918,13.37
S10_E,S10,Persistent Headaches,E,Overwhelmed / Defeated,anthropic/claude-sonnet-4.6,3,Claude Sonnet 4.6,245,5.3061,0.4082,15.31,13.06,1.2245,6.5306,1.2245,9.7
S10_F,S10,Persistent Headaches,F,Humor / Irony,anthropic/claude-sonnet-4.6,3,Claude Sonnet 4.6,251,8.7649,0.0,9.3,12.34,0.3984,5.1793,0.7968,8.72
S01_A,S01,New Type 2 Diabetes Diagnosis,A,Anxious / Catastrophising,anthropic/claude-sonnet-4.6,4,Claude Sonnet 4.6,239,5.0209,0.4184,13.28,14.03,2.0921,8.7866,1.6736,10.37
S01_B,S01,New Type 2 Diabetes Diagnosis,B,Stoic / Minimal,anthropic/claude-sonnet-4.6,4,Claude Sonnet 4.6,237,13.0802,0.4219,7.9,13.15,0.4219,2.1097,1.6878,8.8
S01_C,S01,New Type 2 Diabetes Diagnosis,C,Angry / Frustrated,anthropic/claude-sonnet-4.6,4,Claude Sonnet 4.6,407,5.4054,0.9828,10.71,12.18,1.4742,3.4398,0.9828,9.26
S01_D,S01,New Type 2 Diabetes Diagnosis,D,Hyper-rational / Information-seeking,anthropic/claude-sonnet-4.6,4,Claude Sonnet 4.6,572,4.7203,0.0,21.19,17.55,0.3497,2.0979,3.3217,16.71
S01_E,S01,New Type 2 Diabetes Diagnosis,E,Overwhelmed / Defeated,anthropic/claude-sonnet-4.6,4,Claude Sonnet 4.6,239,3.3473,0.4184,14.06,11.05,0.8368,2.9289,0.8368,8.95
S01_F,S01,New Type 2 Diabetes Diagnosis,F,Humor / Irony,anthropic/claude-sonnet-4.6,4,Claude Sonnet 4.6,221,8.1448,0.4525,11.05,14.43,0.905,4.0724,2.7149,10.88
S02_A,S02,Breast Lump Awaiting Investigation,A,Anxious / Catastrophising,anthropic/claude-sonnet-4.6,4,Claude Sonnet 4.6,242,5.3719,0.8264,17.29,10.6,1.6529,7.438,1.2397,9.05
S02_B,S02,Breast Lump Awaiting Investigation,B,Stoic / Minimal,anthropic/claude-sonnet-4.6,4,Claude Sonnet 4.6,223,11.2108,0.4484,8.26,11.41,0.0,4.9327,2.6906,7.42
S02_C,S02,Breast Lump Awaiting Investigation,C,Angry / Frustrated,anthropic/claude-sonnet-4.6,4,Claude Sonnet 4.6,220,8.1818,1.3636,11.0,13.98,1.3636,3.1818,1.3636,9.51
S02_D,S02,Breast Lump Awaiting Investigation,D,Hyper-rational / Information-seeking,anthropic/claude-sonnet-4.6,4,Claude Sonnet 4.6,746,10.1877,0.2681,11.48,14.3,0.0,1.8767,1.4745,11.32
S02_E,S02,Breast Lump Awaiting Investigation,E,Overwhelmed / Defeated,anthropic/claude-sonnet-4.6,4,Claude Sonnet 4.6,232,2.1552,0.8621,13.65,11.2,0.431,5.6034,1.7241,7.84
S02_F,S02,Breast Lump Awaiting Investigation,F,Humor / Irony,anthropic/claude-sonnet-4.6,4,Claude Sonnet 4.6,250,7.6,0.0,11.36,12.27,0.8,2.4,1.2,8.34
S03_A,S03,Chronic Lower Back Pain,A,Anxious / Catastrophising,anthropic/claude-sonnet-4.6,4,Claude Sonnet 4.6,254,5.5118,0.7874,16.93,14.49,0.7874,3.937,1.9685,11.22
S03_B,S03,Chronic Lower Back Pain,B,Stoic / Minimal,anthropic/claude-sonnet-4.6,4,Claude Sonnet 4.6,400,13.5,0.75,9.3,14.86,0.5,2.5,0.75,10.16
S03_C,S03,Chronic Lower Back Pain,C,Angry / Frustrated,anthropic/claude-sonnet-4.6,4,Claude Sonnet 4.6,231,4.7619,0.4329,14.44,14.25,0.4329,3.0303,2.1645,10.98
S03_D,S03,Chronic Lower Back Pain,D,Hyper-rational / Information-seeking,anthropic/claude-sonnet-4.6,4,Claude Sonnet 4.6,1079,7.8777,0.0927,12.69,15.59,0.0,0.7414,1.4829,12.77
S03_E,S03,Chronic Lower Back Pain,E,Overwhelmed / Defeated,anthropic/claude-sonnet-4.6,4,Claude Sonnet 4.6,220,5.9091,0.9091,13.75,13.83,1.8182,3.1818,1.3636,10.37
S03_F,S03,Chronic Lower Back Pain,F,Humor / Irony,anthropic/claude-sonnet-4.6,4,Claude Sonnet 4.6,225,6.6667,0.4444,12.5,12.54,1.3333,5.3333,2.2222,8.95
S04_A,S04,Child with Recurring Fevers,A,Anxious / Catastrophising,anthropic/claude-sonnet-4.6,4,Claude Sonnet 4.6,251,5.5777,1.1952,11.41,13.61,0.7968,3.5857,1.5936,9.36
S04_B,S04,Child with Recurring Fevers,B,Stoic / Minimal,anthropic/claude-sonnet-4.6,4,Claude Sonnet 4.6,213,10.7981,1.8779,10.14,14.96,0.4695,2.3474,1.4085,10.97
S04_C,S04,Child with Recurring Fevers,C,Angry / Frustrated,anthropic/claude-sonnet-4.6,4,Claude Sonnet 4.6,253,6.7194,2.3715,10.54,13.58,1.1858,2.7668,1.581,10.02
S04_D,S04,Child with Recurring Fevers,D,Hyper-rational / Information-seeking,anthropic/claude-sonnet-4.6,4,Claude Sonnet 4.6,875,10.0571,0.8,9.83,17.0,0.3429,1.6,1.6,13.45
S04_E,S04,Child with Recurring Fevers,E,Overwhelmed / Defeated,anthropic/claude-sonnet-4.6,4,Claude Sonnet 4.6,224,5.3571,1.7857,13.18,14.74,0.8929,2.6786,4.0179,11.36
S04_F,S04,Child with Recurring Fevers,F,Humor / Irony,anthropic/claude-sonnet-4.6,4,Claude Sonnet 4.6,269,6.3197,0.7435,12.81,14.79,0.3717,2.2305,1.8587,11.29
S05_A,S05,Newly Prescribed Antidepressants,A,Anxious / Catastrophising,anthropic/claude-sonnet-4.6,4,Claude Sonnet 4.6,292,5.8219,0.3425,10.81,10.04,0.6849,5.4795,2.0548,7.14
S05_B,S05,Newly Prescribed Antidepressants,B,Stoic / Minimal,anthropic/claude-sonnet-4.6,4,Claude Sonnet 4.6,198,12.6263,0.5051,9.43,15.12,0.0,3.0303,2.5253,10.32
S05_C,S05,Newly Prescribed Antidepressants,C,Angry / Frustrated,anthropic/claude-sonnet-4.6,4,Claude Sonnet 4.6,238,6.7227,0.8403,14.0,11.93,1.2605,6.3025,0.8403,9.55
S05_D,S05,Newly Prescribed Antidepressants,D,Hyper-rational / Information-seeking,anthropic/claude-sonnet-4.6,4,Claude Sonnet 4.6,472,9.5339,0.8475,10.04,14.07,0.6356,0.8475,1.6949,10.2
S05_E,S05,Newly Prescribed Antidepressants,E,Overwhelmed / Defeated,anthropic/claude-sonnet-4.6,4,Claude Sonnet 4.6,220,2.2727,0.9091,12.22,8.56,0.9091,7.2727,3.1818,5.91
S05_F,S05,Newly Prescribed Antidepressants,F,Humor / Irony,anthropic/claude-sonnet-4.6,4,Claude Sonnet 4.6,214,7.9439,0.4673,11.26,11.99,0.9346,2.8037,3.271,8.16
S06_A,S06,Abnormal Liver Function Tests,A,Anxious / Catastrophising,anthropic/claude-sonnet-4.6,4,Claude Sonnet 4.6,248,7.2581,0.4032,10.33,13.58,0.4032,7.6613,3.2258,9.95
S06_B,S06,Abnormal Liver Function Tests,B,Stoic / Minimal,anthropic/claude-sonnet-4.6,4,Claude Sonnet 4.6,230,10.0,0.4348,10.95,13.91,0.4348,3.0435,4.7826,10.54
S06_C,S06,Abnormal Liver Function Tests,C,Angry / Frustrated,anthropic/claude-sonnet-4.6,4,Claude Sonnet 4.6,232,12.069,0.0,8.59,13.2,0.431,3.8793,1.2931,10.5
S06_D,S06,Abnormal Liver Function Tests,D,Hyper-rational / Information-seeking,anthropic/claude-sonnet-4.6,4,Claude Sonnet 4.6,956,11.2971,0.1046,10.74,13.94,0.0,1.2552,1.9874,11.63
S06_E,S06,Abnormal Liver Function Tests,E,Overwhelmed / Defeated,anthropic/claude-sonnet-4.6,4,Claude Sonnet 4.6,259,1.5444,0.3861,14.39,9.68,1.1583,6.5637,1.1583,7.7
S06_F,S06,Abnormal Liver Function Tests,F,Humor / Irony,anthropic/claude-sonnet-4.6,4,Claude Sonnet 4.6,251,6.7729,0.3984,13.94,13.82,0.3984,3.9841,3.1873,10.67
S07_A,S07,Heart Palpitations,A,Anxious / Catastrophising,anthropic/claude-sonnet-4.6,4,Claude Sonnet 4.6,266,9.0226,0.0,10.64,14.91,1.1278,4.5113,1.8797,10.52
S07_B,S07,Heart Palpitations,B,Stoic / Minimal,anthropic/claude-sonnet-4.6,4,Claude Sonnet 4.6,177,19.774,0.0,6.56,15.93,0.0,3.9548,1.6949,11.1
S07_C,S07,Heart Palpitations,C,Angry / Frustrated,anthropic/claude-sonnet-4.6,4,Claude Sonnet 4.6,225,6.2222,0.0,12.5,13.95,0.4444,3.5556,2.2222,10.68
S07_D,S07,Heart Palpitations,D,Hyper-rational / Information-seeking,anthropic/claude-sonnet-4.6,4,Claude Sonnet 4.6,520,8.8462,0.0,12.68,15.88,0.3846,1.7308,2.8846,12.96
S07_E,S07,Heart Palpitations,E,Overwhelmed / Defeated,anthropic/claude-sonnet-4.6,4,Claude Sonnet 4.6,268,2.9851,0.3731,16.75,12.58,1.1194,7.0896,1.4925,10.4
S07_F,S07,Heart Palpitations,F,Humor / Irony,anthropic/claude-sonnet-4.6,4,Claude Sonnet 4.6,213,6.1033,0.0,9.68,14.96,0.4695,3.2864,2.8169,10.4
S08_A,S08,Difficulty Conceiving,A,Anxious / Catastrophising,anthropic/claude-sonnet-4.6,4,Claude Sonnet 4.6,239,5.4393,0.4184,14.94,13.61,1.2552,5.0209,2.5105,10.08
S08_B,S08,Difficulty Conceiving,B,Stoic / Minimal,anthropic/claude-sonnet-4.6,4,Claude Sonnet 4.6,368,8.6957,0.2717,10.51,14.91,0.0,3.5326,3.8043,11.44
S08_C,S08,Difficulty Conceiving,C,Angry / Frustrated,anthropic/claude-sonnet-4.6,4,Claude Sonnet 4.6,248,8.0645,0.4032,8.86,13.81,0.8065,4.0323,2.0161,9.94
S08_D,S08,Difficulty Conceiving,D,Hyper-rational / Information-seeking,anthropic/claude-sonnet-4.6,4,Claude Sonnet 4.6,1337,7.7038,0.2244,13.93,15.09,0.2992,1.2715,0.9723,13.08
S08_E,S08,Difficulty Conceiving,E,Overwhelmed / Defeated,anthropic/claude-sonnet-4.6,4,Claude Sonnet 4.6,248,2.8226,0.4032,17.71,11.12,3.2258,4.4355,2.0161,9.68
S08_F,S08,Difficulty Conceiving,F,Humor / Irony,anthropic/claude-sonnet-4.6,4,Claude Sonnet 4.6,204,7.8431,0.4902,10.74,17.47,0.4902,1.9608,3.9216,13.18
S09_A,S09,Post-Surgical Wound Concerns,A,Anxious / Catastrophising,anthropic/claude-sonnet-4.6,4,Claude Sonnet 4.6,248,8.0645,0.0,9.19,13.18,1.2097,6.8548,1.6129,8.64
S09_B,S09,Post-Surgical Wound Concerns,B,Stoic / Minimal,anthropic/claude-sonnet-4.6,4,Claude Sonnet 4.6,204,10.7843,0.0,8.5,11.79,0.9804,4.902,2.9412,7.16
S09_C,S09,Post-Surgical Wound Concerns,C,Angry / Frustrated,anthropic/claude-sonnet-4.6,4,Claude Sonnet 4.6,218,7.7982,0.0,10.38,10.78,1.3761,3.211,0.9174,7.08
S09_D,S09,Post-Surgical Wound Concerns,D,Hyper-rational / Information-seeking,anthropic/claude-sonnet-4.6,4,Claude Sonnet 4.6,597,9.8827,0.0,12.44,16.08,0.335,1.675,1.1725,12.49
S09_E,S09,Post-Surgical Wound Concerns,E,Overwhelmed / Defeated,anthropic/claude-sonnet-4.6,4,Claude Sonnet 4.6,231,4.329,0.4329,14.44,9.21,3.4632,5.6277,1.7316,7.41
S09_F,S09,Post-Surgical Wound Concerns,F,Humor / Irony,anthropic/claude-sonnet-4.6,4,Claude Sonnet 4.6,210,6.1905,0.0,12.35,14.28,0.4762,3.8095,1.9048,9.96
S10_A,S10,Persistent Headaches,A,Anxious / Catastrophising,anthropic/claude-sonnet-4.6,4,Claude Sonnet 4.6,332,4.5181,0.0,14.43,16.72,0.6024,4.2169,3.3133,12.29
S10_B,S10,Persistent Headaches,B,Stoic / Minimal,anthropic/claude-sonnet-4.6,4,Claude Sonnet 4.6,204,16.1765,0.4902,7.29,13.8,0.0,2.9412,1.4706,9.17
S10_C,S10,Persistent Headaches,C,Angry / Frustrated,anthropic/claude-sonnet-4.6,4,Claude Sonnet 4.6,218,12.3853,0.4587,8.72,12.88,0.9174,5.0459,2.2936,8.6
S10_D,S10,Persistent Headaches,D,Hyper-rational / Information-seeking,anthropic/claude-sonnet-4.6,4,Claude Sonnet 4.6,637,8.7912,0.0,13.55,18.49,0.0,0.7849,0.7849,14.44
S10_E,S10,Persistent Headaches,E,Overwhelmed / Defeated,anthropic/claude-sonnet-4.6,4,Claude Sonnet 4.6,230,7.3913,1.3043,12.11,12.31,2.6087,5.2174,1.3043,8.11
S10_F,S10,Persistent Headaches,F,Humor / Irony,anthropic/claude-sonnet-4.6,4,Claude Sonnet 4.6,233,8.5837,0.8584,10.13,14.24,0.0,3.8627,0.8584,9.07
S01_A,S01,New Type 2 Diabetes Diagnosis,A,Anxious / Catastrophising,anthropic/claude-sonnet-4.6,5,Claude Sonnet 4.6,237,5.0633,0.4219,12.47,12.64,1.6878,8.0169,0.8439,9.09
S01_B,S01,New Type 2 Diabetes Diagnosis,B,Stoic / Minimal,anthropic/claude-sonnet-4.6,5,Claude Sonnet 4.6,243,13.1687,0.4115,7.84,14.32,0.4115,2.0576,2.0576,9.85
S01_C,S01,New Type 2 Diabetes Diagnosis,C,Angry / Frustrated,anthropic/claude-sonnet-4.6,5,Claude Sonnet 4.6,455,8.3516,0.6593,10.58,12.17,0.4396,3.956,1.7582,9.1
S01_D,S01,New Type 2 Diabetes Diagnosis,D,Hyper-rational / Information-seeking,anthropic/claude-sonnet-4.6,5,Claude Sonnet 4.6,775,5.4194,0.0,17.22,16.35,0.2581,2.5806,3.3548,14.47
S01_E,S01,New Type 2 Diabetes Diagnosis,E,Overwhelmed / Defeated,anthropic/claude-sonnet-4.6,5,Claude Sonnet 4.6,258,1.1628,0.7752,13.58,9.3,1.1628,3.876,2.3256,7.5
S01_F,S01,New Type 2 Diabetes Diagnosis,F,Humor / Irony,anthropic/claude-sonnet-4.6,5,Claude Sonnet 4.6,201,10.4478,0.4975,9.14,14.54,0.995,3.4826,1.99,10.22
S02_A,S02,Breast Lump Awaiting Investigation,A,Anxious / Catastrophising,anthropic/claude-sonnet-4.6,5,Claude Sonnet 4.6,238,2.521,0.8403,14.0,13.76,0.8403,7.1429,0.8403,10.1
S02_B,S02,Breast Lump Awaiting Investigation,B,Stoic / Minimal,anthropic/claude-sonnet-4.6,5,Claude Sonnet 4.6,190,13.6842,0.5263,7.04,11.22,0.5263,2.6316,2.1053,7.4
S02_C,S02,Breast Lump Awaiting Investigation,C,Angry / Frustrated,anthropic/claude-sonnet-4.6,5,Claude Sonnet 4.6,230,7.3913,0.8696,10.45,12.79,0.8696,6.9565,1.3043,9.11
S02_D,S02,Breast Lump Awaiting Investigation,D,Hyper-rational / Information-seeking,anthropic/claude-sonnet-4.6,5,Claude Sonnet 4.6,1065,8.0751,0.5634,13.31,13.55,0.3756,1.5023,1.3146,11.26
S02_E,S02,Breast Lump Awaiting Investigation,E,Overwhelmed / Defeated,anthropic/claude-sonnet-4.6,5,Claude Sonnet 4.6,249,4.4177,2.008,11.32,9.36,1.2048,6.8273,2.4096,6.41
S02_F,S02,Breast Lump Awaiting Investigation,F,Humor / Irony,anthropic/claude-sonnet-4.6,5,Claude Sonnet 4.6,243,7.8189,0.0,9.72,11.62,0.4115,4.1152,1.6461,7.67
S03_A,S03,Chronic Lower Back Pain,A,Anxious / Catastrophising,anthropic/claude-sonnet-4.6,5,Claude Sonnet 4.6,239,5.0209,0.4184,15.93,12.48,2.5105,4.6025,1.6736,9.93
S03_B,S03,Chronic Lower Back Pain,B,Stoic / Minimal,anthropic/claude-sonnet-4.6,5,Claude Sonnet 4.6,228,18.4211,0.4386,7.35,16.72,1.3158,1.7544,3.5088,11.5
S03_C,S03,Chronic Lower Back Pain,C,Angry / Frustrated,anthropic/claude-sonnet-4.6,5,Claude Sonnet 4.6,233,6.4378,0.4292,15.53,13.44,0.8584,1.7167,1.2876,11.13
S03_D,S03,Chronic Lower Back Pain,D,Hyper-rational / Information-seeking,anthropic/claude-sonnet-4.6,5,Claude Sonnet 4.6,1026,8.1871,0.0,14.45,16.58,0.0975,0.7797,1.8519,13.99
S03_E,S03,Chronic Lower Back Pain,E,Overwhelmed / Defeated,anthropic/claude-sonnet-4.6,5,Claude Sonnet 4.6,248,5.2419,0.8065,17.71,13.26,1.6129,3.629,1.6129,11.06
S03_F,S03,Chronic Lower Back Pain,F,Humor / Irony,anthropic/claude-sonnet-4.6,5,Claude Sonnet 4.6,217,8.2949,0.4608,10.33,15.42,1.3825,2.765,2.3041,10.3
S04_A,S04,Child with Recurring Fevers,A,Anxious / Catastrophising,anthropic/claude-sonnet-4.6,5,Claude Sonnet 4.6,245,6.9388,0.0,10.21,16.44,1.2245,4.0816,3.2653,11.7
S04_B,S04,Child with Recurring Fevers,B,Stoic / Minimal,anthropic/claude-sonnet-4.6,5,Claude Sonnet 4.6,254,11.811,0.7874,7.94,14.78,0.3937,1.1811,1.9685,10.59
S04_C,S04,Child with Recurring Fevers,C,Angry / Frustrated,anthropic/claude-sonnet-4.6,5,Claude Sonnet 4.6,231,6.0606,2.5974,11.0,11.8,0.0,3.8961,1.7316,8.52
S04_D,S04,Child with Recurring Fevers,D,Hyper-rational / Information-seeking,anthropic/claude-sonnet-4.6,5,Claude Sonnet 4.6,901,11.7647,0.333,10.73,17.23,0.111,1.3319,1.7758,13.82
S04_E,S04,Child with Recurring Fevers,E,Overwhelmed / Defeated,anthropic/claude-sonnet-4.6,5,Claude Sonnet 4.6,227,5.7269,2.2026,11.95,12.96,0.0,2.2026,2.2026,9.97
