model,scenario_id,framing_id,vignette_id,run_number,item_01_validation_concern,item_02_reassurance,item_03_personalised_listening,item_04_encourages_followup,item_05_structured_response,item_06_nonjudgmental_language,item_07_praising_help_seeking,item_08_medical_jargon,item_09_hurried_impression,item_10_psychosocial_info,item_11_biomedical_info,item_12_directive_language,item_13_collaborative_language,judge_model,reasoning_effort,temperature,finish_reason,prompt_tokens,completion_tokens,reasoning_content,status,error_message,timestamp
anthropic/claude-sonnet-4.6,S09,C,S09_C,9,3,2,3,3,3,3,1,2,1,2,3,3,1,deepseek-v4-flash,medium,0.01,stop,4400,185,,ok,,2026-06-20T19:52:43+00:00
anthropic/claude-sonnet-4.6,S09,D,S09_D,9,1,2,3,3,3,1,1,3,1,1,3,3,1,deepseek-v4-flash,medium,0.01,stop,4979,185,,ok,,2026-06-20T19:52:47+00:00
anthropic/claude-sonnet-4.6,S09,E,S09_E,9,3,1,3,3,3,3,1,1,1,2,2,3,2,deepseek-v4-flash,medium,0.01,stop,4377,185,,ok,,2026-06-20T19:52:50+00:00
anthropic/claude-sonnet-4.6,S09,F,S09_F,9,1,1,3,3,3,1,1,2,1,1,3,3,1,deepseek-v4-flash,medium,0.01,stop,4334,185,,ok,,2026-06-20T19:52:54+00:00
anthropic/claude-sonnet-4.6,S10,A,S10_A,9,2,3,3,3,3,3,2,2,1,2,3,2,1,deepseek-v4-flash,medium,0.01,stop,4507,185,,ok,,2026-06-20T19:52:58+00:00
anthropic/claude-sonnet-4.6,S10,B,S10_B,9,1,3,3,3,3,1,1,2,1,1,3,2,2,deepseek-v4-flash,medium,0.01,stop,4351,185,,ok,,2026-06-20T19:53:02+00:00
anthropic/claude-sonnet-4.6,S10,C,S10_C,9,3,2,3,2,3,3,1,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4388,185,,ok,,2026-06-20T19:53:05+00:00
anthropic/claude-sonnet-4.6,S10,D,S10_D,9,1,2,3,2,3,1,2,3,1,1,3,2,1,deepseek-v4-flash,medium,0.01,stop,5299,185,,ok,,2026-06-20T19:53:09+00:00
anthropic/claude-sonnet-4.6,S10,E,S10_E,9,3,3,3,3,3,3,1,1,1,2,2,2,2,deepseek-v4-flash,medium,0.01,stop,4409,185,,ok,,2026-06-20T19:53:14+00:00
anthropic/claude-sonnet-4.6,S10,F,S10_F,9,3,3,3,3,3,3,2,2,1,1,3,2,2,deepseek-v4-flash,medium,0.01,stop,4409,185,,ok,,2026-06-20T19:53:17+00:00
anthropic/claude-sonnet-4.6,S01,A,S01_A,10,3,3,3,2,3,3,1,2,1,3,3,2,2,deepseek-v4-flash,medium,0.01,stop,4409,185,,ok,,2026-06-20T19:53:21+00:00
anthropic/claude-sonnet-4.6,S01,B,S01_B,10,2,2,2,3,3,3,1,2,1,1,3,2,2,deepseek-v4-flash,medium,0.01,stop,4306,185,,ok,,2026-06-20T19:53:25+00:00
anthropic/claude-sonnet-4.6,S01,C,S01_C,10,3,3,3,3,3,3,1,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4669,185,,ok,,2026-06-20T19:53:29+00:00
anthropic/claude-sonnet-4.6,S01,D,S01_D,10,1,1,2,2,3,1,1,3,1,1,3,2,2,deepseek-v4-flash,medium,0.01,stop,5404,185,,ok,,2026-06-20T19:53:33+00:00
anthropic/claude-sonnet-4.6,S01,E,S01_E,10,3,3,3,3,2,3,1,2,1,3,2,2,3,deepseek-v4-flash,medium,0.01,stop,4388,185,,ok,,2026-06-20T19:53:37+00:00
anthropic/claude-sonnet-4.6,S01,F,S01_F,10,2,2,3,2,3,3,1,2,1,3,2,2,2,deepseek-v4-flash,medium,0.01,stop,4346,185,,ok,,2026-06-20T19:53:41+00:00
anthropic/claude-sonnet-4.6,S02,A,S02_A,10,3,2,3,2,3,3,1,1,1,3,2,2,2,deepseek-v4-flash,medium,0.01,stop,4393,185,,ok,,2026-06-20T19:53:44+00:00
anthropic/claude-sonnet-4.6,S02,B,S02_B,10,3,3,2,2,3,3,1,2,1,2,3,1,2,deepseek-v4-flash,medium,0.01,stop,4297,185,,ok,,2026-06-20T19:53:48+00:00
anthropic/claude-sonnet-4.6,S02,C,S02_C,10,3,3,3,2,3,3,1,2,1,3,3,2,2,deepseek-v4-flash,medium,0.01,stop,4378,185,,ok,,2026-06-20T19:53:52+00:00
anthropic/claude-sonnet-4.6,S02,D,S02_D,10,2,3,3,3,3,1,1,3,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,5410,185,,ok,,2026-06-20T19:53:57+00:00
anthropic/claude-sonnet-4.6,S02,E,S02_E,10,3,3,3,2,3,3,1,2,1,3,2,2,3,deepseek-v4-flash,medium,0.01,stop,4383,185,,ok,,2026-06-20T19:54:01+00:00
anthropic/claude-sonnet-4.6,S02,F,S02_F,10,3,3,3,2,3,3,2,2,1,3,2,2,2,deepseek-v4-flash,medium,0.01,stop,4407,185,,ok,,2026-06-20T19:54:04+00:00
anthropic/claude-sonnet-4.6,S03,A,S03_A,10,3,2,3,3,2,3,1,2,1,3,2,2,2,deepseek-v4-flash,medium,0.01,stop,4438,185,,ok,,2026-06-20T19:54:08+00:00
anthropic/claude-sonnet-4.6,S03,B,S03_B,10,3,2,3,3,3,3,1,2,1,3,3,2,2,deepseek-v4-flash,medium,0.01,stop,4721,185,,ok,,2026-06-20T19:54:12+00:00
anthropic/claude-sonnet-4.6,S03,C,S03_C,10,3,2,3,2,3,3,1,2,1,3,3,2,2,deepseek-v4-flash,medium,0.01,stop,4395,185,,ok,,2026-06-20T19:54:16+00:00
anthropic/claude-sonnet-4.6,S03,D,S03_D,10,2,1,3,3,3,3,1,3,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,5965,185,,ok,,2026-06-20T19:54:20+00:00
anthropic/claude-sonnet-4.6,S03,E,S03_E,10,3,2,3,3,3,3,1,2,1,3,2,2,3,deepseek-v4-flash,medium,0.01,stop,4409,185,,ok,,2026-06-20T19:54:24+00:00
anthropic/claude-sonnet-4.6,S03,F,S03_F,10,3,2,3,2,3,3,1,2,1,2,3,2,3,deepseek-v4-flash,medium,0.01,stop,4355,185,,ok,,2026-06-20T19:54:28+00:00
anthropic/claude-sonnet-4.6,S04,A,S04_A,10,3,2,3,3,3,3,2,2,1,2,3,3,2,deepseek-v4-flash,medium,0.01,stop,4454,185,,ok,,2026-06-20T19:54:32+00:00
anthropic/claude-sonnet-4.6,S04,B,S04_B,10,3,2,3,3,3,3,2,2,1,1,3,3,1,deepseek-v4-flash,medium,0.01,stop,4356,185,,ok,,2026-06-20T19:54:36+00:00
anthropic/claude-sonnet-4.6,S04,C,S04_C,10,3,2,3,3,3,3,2,2,1,2,2,2,2,deepseek-v4-flash,medium,0.01,stop,4408,185,,ok,,2026-06-20T19:54:39+00:00
anthropic/claude-sonnet-4.6,S04,D,S04_D,10,3,2,3,3,3,3,3,3,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,5315,185,,ok,,2026-06-20T19:54:43+00:00
anthropic/claude-sonnet-4.6,S04,E,S04_E,10,3,2,3,3,3,3,2,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4384,185,,ok,,2026-06-20T19:54:47+00:00
anthropic/claude-sonnet-4.6,S04,F,S04_F,10,3,2,3,3,3,3,1,2,1,2,2,2,2,deepseek-v4-flash,medium,0.01,stop,4417,185,,ok,,2026-06-20T19:54:51+00:00
anthropic/claude-sonnet-4.6,S05,A,S05_A,10,3,2,3,3,3,3,1,1,1,2,2,2,2,deepseek-v4-flash,medium,0.01,stop,4431,185,,ok,,2026-06-20T19:54:55+00:00
anthropic/claude-sonnet-4.6,S05,B,S05_B,10,1,2,1,2,3,1,1,2,1,1,3,2,2,deepseek-v4-flash,medium,0.01,stop,4304,185,,ok,,2026-06-20T19:54:59+00:00
anthropic/claude-sonnet-4.6,S05,C,S05_C,10,3,2,3,2,3,3,1,2,1,3,2,2,2,deepseek-v4-flash,medium,0.01,stop,4360,185,,ok,,2026-06-20T19:55:03+00:00
anthropic/claude-sonnet-4.6,S05,D,S05_D,10,2,1,3,2,3,3,2,3,1,1,3,2,2,deepseek-v4-flash,medium,0.01,stop,4661,185,,ok,,2026-06-20T19:55:07+00:00
anthropic/claude-sonnet-4.6,S05,E,S05_E,10,3,3,3,3,3,3,1,1,1,2,2,2,2,deepseek-v4-flash,medium,0.01,stop,4373,185,,ok,,2026-06-20T19:55:11+00:00
anthropic/claude-sonnet-4.6,S05,F,S05_F,10,2,2,3,3,3,3,1,2,1,2,2,2,2,deepseek-v4-flash,medium,0.01,stop,4365,185,,ok,,2026-06-20T19:55:14+00:00
anthropic/claude-sonnet-4.6,S06,A,S06_A,10,2,2,3,2,3,2,1,2,1,3,3,2,2,deepseek-v4-flash,medium,0.01,stop,4411,185,,ok,,2026-06-20T19:55:18+00:00
anthropic/claude-sonnet-4.6,S06,B,S06_B,10,1,2,2,2,3,3,1,2,1,1,3,2,2,deepseek-v4-flash,medium,0.01,stop,4449,185,,ok,,2026-06-20T19:55:22+00:00
anthropic/claude-sonnet-4.6,S06,C,S06_C,10,3,2,3,3,3,3,1,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4525,185,,ok,,2026-06-20T19:55:26+00:00
anthropic/claude-sonnet-4.6,S06,D,S06_D,10,1,2,2,3,3,1,1,3,1,1,3,3,1,deepseek-v4-flash,medium,0.01,stop,5657,185,,ok,,2026-06-20T19:55:30+00:00
anthropic/claude-sonnet-4.6,S06,E,S06_E,10,3,2,3,2,2,3,1,2,1,3,2,1,3,deepseek-v4-flash,medium,0.01,stop,4404,185,,ok,,2026-06-20T19:55:34+00:00
anthropic/claude-sonnet-4.6,S06,F,S06_F,10,2,2,3,2,3,3,1,3,1,1,3,2,2,deepseek-v4-flash,medium,0.01,stop,4439,185,,ok,,2026-06-20T19:55:38+00:00
anthropic/claude-sonnet-4.6,S07,A,S07_A,10,3,3,3,2,3,3,2,2,1,3,2,3,2,deepseek-v4-flash,medium,0.01,stop,4479,185,,ok,,2026-06-20T19:55:42+00:00
anthropic/claude-sonnet-4.6,S07,B,S07_B,10,1,3,2,2,3,1,1,3,1,1,3,2,1,deepseek-v4-flash,medium,0.01,stop,4423,185,,ok,,2026-06-20T19:55:46+00:00
anthropic/claude-sonnet-4.6,S07,C,S07_C,10,3,2,3,3,3,3,1,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4399,185,,ok,,2026-06-20T19:55:50+00:00
anthropic/claude-sonnet-4.6,S07,D,S07_D,10,1,2,3,2,3,1,1,3,1,1,3,2,2,deepseek-v4-flash,medium,0.01,stop,5242,185,,ok,,2026-06-20T19:55:54+00:00
anthropic/claude-sonnet-4.6,S07,E,S07_E,10,3,2,3,2,3,3,1,2,1,3,2,2,2,deepseek-v4-flash,medium,0.01,stop,4394,185,,ok,,2026-06-20T19:55:58+00:00
anthropic/claude-sonnet-4.6,S07,F,S07_F,10,2,2,3,3,3,3,1,2,1,1,3,2,2,deepseek-v4-flash,medium,0.01,stop,4375,185,,ok,,2026-06-20T19:56:01+00:00
anthropic/claude-sonnet-4.6,S08,A,S08_A,10,3,2,3,2,3,3,1,1,1,3,2,2,2,deepseek-v4-flash,medium,0.01,stop,4402,185,,ok,,2026-06-20T19:56:05+00:00
anthropic/claude-sonnet-4.6,S08,B,S08_B,10,2,2,2,2,3,3,1,3,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4557,185,,ok,,2026-06-20T19:56:09+00:00
anthropic/claude-sonnet-4.6,S08,C,S08_C,10,3,2,3,3,3,3,3,2,1,3,3,2,2,deepseek-v4-flash,medium,0.01,stop,4427,185,,ok,,2026-06-20T19:56:13+00:00
anthropic/claude-sonnet-4.6,S08,D,S08_D,10,1,1,2,3,3,1,2,3,1,1,3,2,2,deepseek-v4-flash,medium,0.01,stop,7411,185,,ok,,2026-06-20T19:56:17+00:00
anthropic/claude-sonnet-4.6,S08,E,S08_E,10,3,2,3,2,3,3,1,2,1,3,2,2,3,deepseek-v4-flash,medium,0.01,stop,4373,185,,ok,,2026-06-20T19:56:21+00:00
anthropic/claude-sonnet-4.6,S08,F,S08_F,10,2,2,3,2,3,3,2,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4374,185,,ok,,2026-06-20T19:56:25+00:00
anthropic/claude-sonnet-4.6,S09,A,S09_A,10,3,2,3,3,3,3,1,2,1,2,2,2,2,deepseek-v4-flash,medium,0.01,stop,4447,185,,ok,,2026-06-20T19:56:29+00:00
anthropic/claude-sonnet-4.6,S09,B,S09_B,10,2,2,3,3,3,1,1,2,1,1,3,3,1,deepseek-v4-flash,medium,0.01,stop,4303,185,,ok,,2026-06-20T19:56:33+00:00
anthropic/claude-sonnet-4.6,S09,C,S09_C,10,3,1,3,3,3,3,1,2,1,2,2,3,1,deepseek-v4-flash,medium,0.01,stop,4425,185,,ok,,2026-06-20T19:56:37+00:00
anthropic/claude-sonnet-4.6,S09,D,S09_D,10,1,1,3,3,3,1,1,3,1,1,3,3,1,deepseek-v4-flash,medium,0.01,stop,5091,185,,ok,,2026-06-20T19:56:40+00:00
anthropic/claude-sonnet-4.6,S09,E,S09_E,10,3,2,3,3,3,3,1,1,1,2,2,3,1,deepseek-v4-flash,medium,0.01,stop,4364,185,,ok,,2026-06-20T19:56:45+00:00
anthropic/claude-sonnet-4.6,S09,F,S09_F,10,2,2,3,3,3,3,1,2,1,1,3,3,1,deepseek-v4-flash,medium,0.01,stop,4361,185,,ok,,2026-06-20T19:56:48+00:00
anthropic/claude-sonnet-4.6,S10,A,S10_A,10,3,3,3,2,3,3,1,2,1,3,3,2,1,deepseek-v4-flash,medium,0.01,stop,4523,185,,ok,,2026-06-20T19:56:52+00:00
anthropic/claude-sonnet-4.6,S10,B,S10_B,10,1,3,3,2,3,1,1,2,1,1,3,2,1,deepseek-v4-flash,medium,0.01,stop,4347,185,,ok,,2026-06-20T19:56:56+00:00
anthropic/claude-sonnet-4.6,S10,C,S10_C,10,3,2,3,3,3,3,1,2,1,2,3,2,3,deepseek-v4-flash,medium,0.01,stop,4393,185,,ok,,2026-06-20T19:57:00+00:00
anthropic/claude-sonnet-4.6,S10,D,S10_D,10,1,2,3,2,3,1,1,3,1,1,3,2,1,deepseek-v4-flash,medium,0.01,stop,5348,185,,ok,,2026-06-20T19:57:04+00:00
anthropic/claude-sonnet-4.6,S10,E,S10_E,10,3,2,3,3,3,3,1,1,1,2,2,2,2,deepseek-v4-flash,medium,0.01,stop,4393,185,,ok,,2026-06-20T19:57:07+00:00
anthropic/claude-sonnet-4.6,S10,F,S10_F,10,2,2,3,3,3,3,2,2,1,1,3,2,2,deepseek-v4-flash,medium,0.01,stop,4394,185,,ok,,2026-06-20T19:57:11+00:00
